Product Category,Product Name,Units Sold,Returns,Revenue,Customer Rating,Stock Level,Season,Trend Score
Tops,Prada Yellow Tops L,457,84,19143.61,3.6,20,Summer,32.97
Dresses,Adidas Pink Dresses XS,33,1,2801.8,3.9,876,Autumn,7.68
Outerwear,Uniqlo Blue Outerwear S,273,33,28025.23,3.9,639,Autumn,21.56
Shoes,H&M Yellow Shoes XL,265,3,50400.39,4.3,243,Spring,44.85
Shoes,Levi's Yellow Shoes S,128,5,20811,4.4,831,Summer,45.1
Tops,Prada White Tops M,424,40,64623.58,3.5,70,Summer,32.73
Outerwear,Uniqlo Yellow Outerwear S,330,32,51539.73,4.4,96,Autumn,56.71
Outerwear,H&M White Outerwear L,149,15,16271.19,3.4,475,Spring,14.04
Tops,Gucci White Tops XL,259,28,34924.09,4.4,739,Winter,54.85
Jeans,Levi's Yellow Jeans XL,461,67,60204.93,4.7,881,Autumn,72.68
Tops,Nike Green Tops XS,271,36,37698.62,4.1,220,Autumn,66.17
Tops,Levi's White Tops S,190,28,25364.95,4.5,509,Winter,17.21
Activewear,Levi's White Activewear L,409,38,5156.52,3.9,780,Winter,30
Outerwear,Prada Pink Outerwear L,479,93,35519.51,3.7,722,Winter,46.76
Dresses,Gucci Green Dresses XS,142,7,5811.41,3.4,697,Winter,14.01
Outerwear,Gucci Green Outerwear M,143,2,6595.89,4.9,171,Autumn,25.32
Jeans,Gucci Yellow Jeans L,257,13,41867.16,3.6,30,Spring,159.13
Outerwear,H&M Grey Outerwear L,168,7,28209.2,3.5,633,Summer,63.24
Shoes,Zara Red Shoes XS,339,8,9926.51,4.1,552,Autumn,162.33
Jeans,Uniqlo Yellow Jeans M,63,5,644.15,5,521,Summer,6.7
Activewear,Nike Grey Activewear XL,283,41,5984.92,4,992,Summer,22.45
Shoes,Gucci Green Shoes L,277,17,27281.43,3.1,289,Spring,31.16
Activewear,Prada Green Activewear M,53,4,9657.89,3,20,Winter,4.89
Shoes,Prada White Shoes XS,463,79,84063.9,4.4,756,Autumn,36.8
Tops,Gucci Black Tops XL,28,5,2066.37,4.1,543,Winter,4.55
Jeans,Prada Blue Jeans XS,49,7,2425.14,3.5,654,Winter,3.1
Outerwear,Zara White Outerwear XL,96,1,18592.18,4.8,955,Spring,14.88
Tops,Adidas Blue Tops M,252,15,10739.99,4.8,143,Summer,418.24
Outerwear,H&M Grey Outerwear L,212,39,33606.04,4.3,713,Spring,35.75
Accessories,Prada White Accessories M,32,6,1376.78,4,82,Autumn,2.46
Activewear,Adidas Blue Activewear XS,360,21,13778.77,3.8,29,Autumn,49.91
Tops,Levi's Red Tops XL,494,86,65838.65,3.7,252,Autumn,49.64
Dresses,Adidas Blue Dresses M,279,27,33300.83,3.9,602,Autumn,47.34
Tops,Adidas Red Tops L,370,11,67992.01,4.9,228,Winter,62.14
Activewear,Adidas Blue Activewear S,212,14,15092.93,3.4,681,Summer,109.46
Dresses,Zara Yellow Dresses M,149,10,17442.53,3.4,138,Spring,40.6
Outerwear,H&M Yellow Outerwear S,13,0,1392.42,3.2,280,Autumn,0.87
Tops,Levi's Black Tops M,371,37,64380.38,3.5,753,Summer,63.91
Activewear,Adidas Pink Activewear L,248,40,4851.43,4.9,720,Autumn,20.57
Activewear,Gucci White Activewear L,402,39,43567.29,3.7,816,Spring,149.73
Shoes,Nike Blue Shoes S,106,19,18111.38,4.8,597,Summer,8.43
Outerwear,Adidas Blue Outerwear XL,370,16,58269.14,4.5,125,Autumn,226.92
Tops,Zara Black Tops L,246,4,21177.83,4.8,218,Summer,37.28
Activewear,Levi's Grey Activewear XS,257,42,9241.74,4.5,325,Summer,28.83
Activewear,Nike Green Activewear XS,130,24,3124.67,4.5,13,Spring,12.07
Tops,Prada Blue Tops M,129,0,6574.25,4.5,973,Summer,40.06
Accessories,Prada Pink Accessories XL,295,27,30290.97,4.2,409,Summer,55.78
Jeans,Uniqlo Green Jeans XL,250,16,25870.68,4.6,561,Spring,36.83
Dresses,Levi's Grey Dresses L,25,0,852.34,4.3,666,Spring,2.68
Outerwear,Levi's Blue Outerwear XL,210,11,11812.1,4.2,518,Autumn,50.72
Jeans,Uniqlo White Jeans S,412,53,62932.43,5,416,Summer,310.55
Jeans,Gucci Grey Jeans S,450,67,38054.02,4.1,796,Winter,108.15
Jeans,Gucci Grey Jeans M,81,7,5809.53,4.7,854,Autumn,8.35
Activewear,Zara Black Activewear L,344,19,21686.82,4.7,25,Summer,35.31
Activewear,Prada Grey Activewear S,373,22,63976.22,3.6,122,Autumn,25.06
Tops,Uniqlo Grey Tops XS,174,7,6046.01,3.3,591,Autumn,14.44
Accessories,Uniqlo Pink Accessories S,87,11,12442.16,3.3,500,Autumn,5.51
Jeans,Uniqlo Pink Jeans S,448,9,84299.33,3.3,322,Summer,46.03
Accessories,Prada Grey Accessories L,384,37,71088.79,4.9,244,Spring,42.58
Activewear,Zara Blue Activewear S,420,47,75153.4,3.2,738,Winter,884.15
Jeans,H&M Yellow Jeans S,437,46,76020.15,3.4,812,Autumn,68.92
Tops,Prada Black Tops XS,146,7,6960.65,3,587,Winter,24.97
Accessories,Uniqlo Green Accessories S,215,3,42967.81,4.7,1,Winter,24.28
Accessories,Adidas Grey Accessories M,451,33,4673.11,4.6,883,Autumn,63.04
Outerwear,Gucci Red Outerwear S,281,8,10401.04,3.7,70,Autumn,944.02
Activewear,Zara White Activewear M,485,78,87981.33,4.8,653,Autumn,1347.31
Accessories,Levi's Grey Accessories XL,22,2,4280.25,3.3,62,Autumn,2.13
Tops,H&M Black Tops XS,184,7,15785.65,4.8,485,Autumn,80.99
Jeans,Prada White Jeans S,320,55,6373.73,4,993,Autumn,54.16
Accessories,Nike Pink Accessories XS,225,38,12083.72,3.3,427,Autumn,65.51
Shoes,Levi's Red Shoes L,417,68,32207.6,3.2,969,Autumn,184.9
Outerwear,Nike White Outerwear XL,256,28,12561.28,3.3,947,Winter,38.25
Outerwear,Prada Red Outerwear M,15,3,2311.25,3.4,777,Winter,4.72
Activewear,Zara Blue Activewear XL,293,31,41222.73,4.2,805,Autumn,27.49
Jeans,Zara Red Jeans S,148,10,6448.57,4.4,367,Spring,40.92
Jeans,Zara Black Jeans XS,41,7,1727.89,3.9,960,Summer,3.7
Dresses,Levi's Grey Dresses L,259,28,48050.78,3.2,716,Autumn,15.31
Tops,Adidas Blue Tops XS,419,75,40028.16,4.3,103,Autumn,36.79
Dresses,Gucci Black Dresses XL,253,32,46422.48,4.9,777,Winter,36.39
Accessories,Prada Pink Accessories M,415,26,20934.32,4.5,223,Summer,59.12
Outerwear,Uniqlo Pink Outerwear XS,452,5,84416.65,4,138,Summer,122.05
Tops,Nike Grey Tops XS,197,28,8296.66,3.8,907,Winter,39.84
Activewear,Uniqlo Yellow Activewear M,290,1,37308.64,4.9,300,Winter,29.17
Shoes,H&M Green Shoes XL,300,9,7968.54,3.6,147,Autumn,28.28
Activewear,Gucci Pink Activewear XS,38,5,538.37,3.9,698,Spring,6.57
Accessories,Gucci Blue Accessories XL,10,0,745.43,4.5,264,Summer,6.78
Tops,Adidas Blue Tops XL,274,46,44867.42,4.2,104,Winter,103.19
Accessories,Gucci Yellow Accessories L,82,13,9354.74,4.4,822,Autumn,9.28
Outerwear,Gucci Blue Outerwear M,340,61,34527.71,4.1,418,Winter,22.62
Accessories,Adidas Red Accessories XS,202,14,15158.58,4,224,Winter,31.39
Activewear,H&M Pink Activewear M,289,48,7366.41,4.3,462,Autumn,62.62
Shoes,Levi's Grey Shoes XL,335,22,39478,3,902,Summer,46.51
Tops,Prada Blue Tops XL,447,46,41222.14,3.1,595,Autumn,368.87
Jeans,Nike Yellow Jeans L,386,59,32981.68,3.6,869,Spring,941.76
Shoes,Zara White Shoes L,160,22,25733.72,4.5,257,Winter,13.02
Shoes,Nike Green Shoes S,477,63,49371.99,4.2,776,Summer,35.44
Jeans,Adidas Grey Jeans L,311,55,56291.11,4.1,315,Winter,23.68
Shoes,Adidas Green Shoes XL,102,17,7073.25,3.9,692,Spring,24.56
Tops,Levi's Black Tops XS,410,31,69273.53,4.9,556,Spring,40.39
Tops,Gucci Green Tops L,156,31,22782.22,4.7,681,Autumn,49.49
Jeans,Zara Blue Jeans XS,90,5,15750.16,4,878,Summer,27.49
Shoes,Adidas Black Shoes S,223,8,34561.05,3.5,560,Autumn,28.8
Activewear,Levi's Red Activewear XS,14,2,1596.65,3.1,905,Winter,0.8
Activewear,Uniqlo Grey Activewear L,291,35,31265.9,3.9,457,Spring,437.89
Dresses,Zara White Dresses XS,441,51,18620.48,4.4,954,Autumn,65.27
Tops,Levi's Pink Tops XS,81,1,10494.8,3.7,398,Autumn,11.8
Tops,Uniqlo Red Tops XL,468,51,58344.97,4.2,999,Spring,117.39
Tops,Uniqlo Grey Tops M,73,3,1427.52,3.2,848,Autumn,6.15
Outerwear,Prada White Outerwear M,264,28,18528.42,3.2,122,Autumn,80.43
Tops,Prada Black Tops M,488,55,14226.58,3.4,407,Autumn,516.56
Shoes,Uniqlo Pink Shoes S,215,17,23556.15,3.5,799,Spring,23.25
Activewear,Adidas Blue Activewear S,156,28,17386.11,3.8,418,Spring,10.03
Dresses,Zara Pink Dresses M,239,16,18420.84,3.6,594,Winter,31.03
Dresses,Uniqlo Black Dresses S,74,12,10323.13,3.7,14,Summer,8.83
Shoes,Uniqlo Black Shoes L,29,3,4383.87,4.5,503,Summer,4.79
Accessories,Gucci Blue Accessories XS,19,3,3312.54,4.1,538,Summer,1.49
Jeans,Nike Pink Jeans S,338,60,17178,3.9,733,Autumn,37.75
Shoes,Nike White Shoes S,61,7,4779.42,4.2,692,Summer,78.75
Activewear,Adidas Pink Activewear XS,142,21,25035.23,3.7,758,Winter,9.71
Outerwear,H&M Yellow Outerwear XS,94,5,7723.61,4,730,Winter,9.24
Outerwear,Gucci Blue Outerwear XL,376,1,33289.08,3.3,203,Autumn,130.26
Outerwear,Levi's Grey Outerwear L,92,13,14079.89,4.1,690,Spring,10.58
Activewear,H&M Green Activewear XL,350,31,49932.78,3.8,765,Spring,42
Shoes,Uniqlo Black Shoes L,132,18,23663.96,4.5,903,Spring,10.77
Jeans,H&M Black Jeans S,338,20,10554.45,4.4,650,Summer,29.9
Tops,Nike Green Tops XS,12,0,575.15,4.6,41,Winter,1.54
Shoes,Gucci Pink Shoes S,483,69,92043.65,3.7,674,Autumn,92.28
Outerwear,Levi's Grey Outerwear M,148,27,12094.1,4.4,82,Autumn,97.33
Shoes,Levi's Pink Shoes XS,415,18,58210.32,4.4,278,Winter,106.64
Outerwear,Uniqlo Black Outerwear S,28,4,5321.53,3.6,716,Winter,19.24
Accessories,Zara Grey Accessories M,186,5,21797.2,3.9,51,Autumn,27.3
Activewear,Adidas Blue Activewear S,165,15,10634.51,3.4,642,Autumn,10.14
Accessories,Uniqlo Yellow Accessories L,379,33,68722.25,3.6,884,Summer,79.95
Outerwear,Prada White Outerwear S,171,9,6371.92,4.3,597,Spring,16.57
Dresses,Adidas Green Dresses M,172,26,11344.95,3.1,821,Summer,11
Tops,Prada Grey Tops L,405,8,7050.25,4.6,273,Autumn,46.54
Accessories,Gucci Blue Accessories L,133,21,4383.8,4.7,528,Spring,64.35
Jeans,Levi's Green Jeans S,67,4,3277.42,3.7,920,Summer,7.13
Jeans,Prada Yellow Jeans L,251,26,31996.27,3.5,707,Autumn,333.69
Jeans,Zara Pink Jeans XS,370,48,5718.29,3.9,365,Winter,36.16
Shoes,H&M White Shoes L,398,38,65797.85,4,980,Spring,64.69
Dresses,Nike Black Dresses XL,57,0,3848.7,3.9,165,Summer,8.55
Outerwear,Zara Green Outerwear XS,388,22,52688.5,5,951,Winter,63.96
Dresses,H&M White Dresses L,404,28,73364.36,3.4,345,Spring,27.92
Tops,Zara Blue Tops L,282,39,19217.45,4.8,352,Autumn,99.1
Activewear,H&M Yellow Activewear M,398,21,60438.92,3.8,942,Spring,98.33
Outerwear,Gucci Pink Outerwear XS,409,12,50185.3,4.3,282,Autumn,303.21
Accessories,Levi's Green Accessories L,42,1,878.64,4,168,Spring,10.96
Accessories,H&M Black Accessories L,390,39,68272,3.9,827,Summer,106.7
Dresses,Nike Blue Dresses S,10,1,678.07,3,805,Summer,1.57
Dresses,Nike Pink Dresses M,172,33,32410.11,3.3,538,Summer,11.57
Outerwear,Prada Red Outerwear XL,259,45,37696.84,3.3,411,Spring,164.62
Shoes,Zara Blue Shoes S,489,49,80781.02,4.4,795,Autumn,53.9
Activewear,Gucci White Activewear L,222,28,3743.98,4.4,889,Winter,95.06
Jeans,Zara Blue Jeans S,290,28,7103.15,4.6,47,Autumn,25.07
Tops,Uniqlo Blue Tops L,357,4,28315.84,3.3,150,Summer,73.91
Activewear,Nike Pink Activewear S,174,19,7669.71,4.8,280,Summer,36.83
Activewear,Nike Yellow Activewear XL,13,2,2583.93,4.7,676,Summer,3.94
Accessories,Uniqlo Red Accessories M,340,64,54855.73,4.5,927,Autumn,28.1
Shoes,Uniqlo Yellow Shoes XS,345,48,43528.81,3.5,948,Spring,51.13
Accessories,Uniqlo Red Accessories M,248,29,48044.8,4.2,658,Summer,37.9
Dresses,H&M Grey Dresses L,149,15,23330.44,5,468,Winter,15.44
Jeans,Prada Blue Jeans S,99,19,4151.36,4,703,Spring,10.45
Jeans,Adidas Grey Jeans S,225,22,11651.87,3.2,556,Autumn,14.04
Activewear,Nike Blue Activewear L,270,40,50481.64,4.3,293,Winter,810.66
Accessories,Uniqlo Yellow Accessories L,301,26,7390.85,4.3,18,Spring,44.89
Tops,Adidas Grey Tops M,372,31,9632.49,3.9,809,Summer,43.85
Activewear,H&M Yellow Activewear S,490,38,11671.43,3.1,775,Autumn,40.02
Activewear,Uniqlo Pink Activewear XL,495,57,59599.95,3.3,345,Summer,30.62
Outerwear,Adidas Blue Outerwear L,489,2,49474.3,3.1,381,Autumn,367.32
Shoes,Nike Blue Shoes L,410,46,38648.88,4.9,959,Winter,415.76
Jeans,Nike Green Jeans XL,252,4,14599.83,5,548,Autumn,255.67
Jeans,Nike Pink Jeans XS,431,26,22447.85,3.6,599,Spring,54.26
Tops,Levi's Yellow Tops XS,466,93,36367.39,4.6,808,Winter,80.48
Shoes,Adidas Yellow Shoes M,442,30,53492.87,3.8,722,Summer,64.11
Dresses,Prada Red Dresses XL,324,5,46051.4,4,842,Spring,54.25
Shoes,Zara White Shoes XL,182,15,35500.83,4.8,217,Winter,19.6
Accessories,Adidas Green Accessories M,370,70,26595.3,4.1,657,Autumn,138.67
Dresses,Levi's Green Dresses M,265,7,12241.6,3.9,594,Autumn,239
Dresses,Zara Green Dresses L,179,8,22051.3,3.3,804,Spring,37.72
Outerwear,H&M Blue Outerwear XL,347,58,57764.02,4.9,611,Autumn,73.91
Dresses,Levi's White Dresses S,83,2,10257.81,4.9,541,Summer,44.2
Dresses,H&M Grey Dresses XS,26,4,1261.83,4.4,107,Autumn,22.25
Dresses,Levi's Red Dresses M,238,23,41587.98,4.1,439,Spring,38.44
Shoes,Uniqlo Black Shoes S,199,3,28900.56,4.7,161,Winter,24.29
Activewear,Levi's Red Activewear M,315,54,28139.98,4.2,199,Spring,57.18
Shoes,Gucci Pink Shoes S,307,6,35624.88,4.2,755,Spring,645
Activewear,H&M White Activewear M,330,35,65033.37,3.2,128,Summer,20.27
Dresses,Adidas Pink Dresses XL,243,21,38664.2,4.2,370,Spring,30.35
Jeans,Levi's Grey Jeans S,455,67,66193.78,4.8,772,Winter,146.76
Activewear,H&M Green Activewear XS,368,38,32978.3,4.1,933,Spring,96.78
Dresses,Nike Black Dresses M,446,65,64878.33,4.7,889,Autumn,686.09
Shoes,Uniqlo Pink Shoes S,242,18,21275.78,3.9,943,Summer,40.71
Activewear,Nike Green Activewear S,92,13,6275.23,3.8,776,Winter,8.7
Jeans,Gucci Grey Jeans S,33,3,4642.71,3.6,110,Winter,5.08
Outerwear,Gucci Grey Outerwear S,450,87,9008.99,4.7,982,Summer,199.08
Dresses,Levi's Yellow Dresses M,27,4,1929.19,5,507,Autumn,3.27
Shoes,Nike White Shoes S,290,54,10555.05,3.1,857,Spring,139.89
Shoes,Levi's White Shoes XL,91,9,5136.74,4.3,325,Winter,14.47
Jeans,Nike Grey Jeans XL,293,26,27956.64,5,177,Autumn,183.13
Jeans,Zara Pink Jeans XL,211,22,37741.16,4.2,661,Winter,17.19
Activewear,Prada Green Activewear S,403,20,60556.91,3.5,430,Spring,113.22
Outerwear,Adidas Grey Outerwear L,393,38,5878,3.7,154,Winter,321.15
Activewear,Adidas Green Activewear XS,25,0,973.37,3.9,826,Autumn,1.92
Activewear,H&M Red Activewear S,58,5,2389.43,4.6,378,Autumn,5.18
Outerwear,Uniqlo Green Outerwear XL,414,73,17144.82,3.7,414,Autumn,29.31
Activewear,Nike Black Activewear L,357,38,54766.51,4.9,93,Winter,100.85
Accessories,Levi's Black Accessories XL,108,0,15124.28,3.6,182,Autumn,9.54
Dresses,Adidas White Dresses XS,449,51,44508.9,4.4,297,Spring,66.46
Jeans,Uniqlo White Jeans M,491,62,37439.36,3.1,303,Winter,256.24
Jeans,Zara Pink Jeans S,48,3,4873.49,4.5,273,Winter,12.32
Accessories,Zara White Accessories S,494,58,5318.32,3.7,896,Autumn,53.85
Jeans,Prada Green Jeans M,402,24,41379.1,4.2,50,Spring,38.57
Jeans,H&M Green Jeans M,91,3,9062.86,3.5,87,Autumn,7.33
Dresses,Prada Pink Dresses S,187,27,17309.85,3.9,972,Winter,38.66
Activewear,Adidas Red Activewear XL,28,4,1569.56,4.8,231,Winter,4.56
Outerwear,Zara Pink Outerwear S,473,21,73043.95,3.5,305,Autumn,106.96
Tops,Uniqlo Black Tops M,299,39,46893.04,3.1,930,Autumn,21.83
Accessories,Prada Grey Accessories M,171,10,19202.21,4.6,33,Winter,16.11
Tops,Adidas Grey Tops S,360,46,29930.8,4.3,734,Summer,29.4
Dresses,Levi's Grey Dresses XL,431,63,25829.66,3.6,495,Winter,39.63
Tops,Levi's Yellow Tops XL,497,89,12701.27,4.2,370,Summer,36.32
Dresses,Nike Pink Dresses S,168,1,4135.38,3.7,348,Spring,26.99
Outerwear,Prada Green Outerwear L,344,64,47526.54,3.2,413,Winter,48.48
Dresses,Adidas Yellow Dresses M,149,6,14327.02,4.3,455,Winter,17.44
Tops,H&M Red Tops L,255,16,11641.35,4,896,Summer,32.68
Tops,Zara Black Tops L,410,43,79497.54,4.7,241,Spring,41.67
Jeans,Uniqlo Green Jeans L,50,9,4272.91,3,825,Winter,3.83
Activewear,Adidas Black Activewear XL,402,76,11601.93,3.5,554,Autumn,26.31
Jeans,Adidas Green Jeans M,158,15,7672.75,4.8,104,Autumn,15.39
Tops,Adidas Yellow Tops XL,216,37,31138.36,4.2,563,Summer,20.13
Activewear,Levi's Red Activewear M,205,11,20543.77,3.2,462,Spring,16.59
Dresses,Nike Pink Dresses S,207,40,18239.24,3.9,653,Spring,18.49
Shoes,Uniqlo White Shoes S,443,54,21461.84,3,635,Autumn,47.21
Jeans,Prada Black Jeans XL,322,41,31719.36,3.1,971,Winter,33.21
Outerwear,Prada Black Outerwear L,451,4,26784.46,3.9,441,Winter,85.71
Tops,Nike Red Tops XS,116,23,18298.37,4.1,357,Winter,9.33
Jeans,Levi's Red Jeans XL,186,9,26820.87,4.3,109,Summer,29.6
Jeans,Nike Grey Jeans L,81,16,4972.89,3.9,783,Summer,27.11
Accessories,Nike Green Accessories XS,240,32,26528.68,3.5,725,Winter,32.88
Tops,Levi's White Tops S,140,18,5356.38,3.6,638,Summer,26.68
Shoes,Uniqlo Red Shoes M,334,34,56130.99,4.8,685,Summer,171.63
Tops,Levi's Black Tops XS,325,26,24452.4,3.6,983,Spring,107.32
Jeans,Gucci Green Jeans M,358,53,67414.38,3.7,285,Autumn,22.42
Tops,Uniqlo Black Tops XL,167,12,33326.74,3.4,212,Spring,28.35
Activewear,Zara White Activewear S,396,54,11370.31,4,129,Spring,29.8
Outerwear,H&M Blue Outerwear M,393,40,12813.29,3,486,Spring,21.96
Dresses,Nike Pink Dresses XL,280,8,53847.75,4.5,910,Autumn,591.3
Outerwear,H&M Yellow Outerwear XS,339,33,21833.31,3.9,360,Spring,63.28
Jeans,Levi's Red Jeans L,405,72,18589.21,3.7,797,Spring,25.54
Tops,Adidas Blue Tops M,466,55,82509.48,3.1,698,Autumn,25.72
Shoes,Gucci Black Shoes XL,263,0,43335.71,4,304,Spring,96.34
Shoes,Nike Red Shoes L,301,1,9117.92,4.7,237,Spring,185.04
Shoes,Adidas Yellow Shoes XL,129,10,14873.99,3.3,429,Winter,13
Tops,H&M Red Tops XS,68,6,5316.1,3.3,86,Autumn,4.74
Jeans,Uniqlo White Jeans M,52,10,3883.65,4.2,130,Spring,7.6
Tops,Zara Blue Tops S,424,34,21744.97,4.5,756,Winter,58.09
Shoes,Uniqlo White Shoes XS,79,15,9186.26,3.5,260,Spring,8.37
Jeans,Gucci Pink Jeans M,343,1,38334.31,4.6,183,Winter,33.92
Activewear,Gucci Grey Activewear M,145,2,12018.33,4,523,Autumn,19.32
Tops,Zara Yellow Tops XS,199,22,21075.02,3.4,959,Winter,17.34
Jeans,Levi's Yellow Jeans L,87,14,4526.87,4.1,624,Summer,8.53
Tops,Nike White Tops S,111,17,5567.51,4.5,708,Autumn,126.27
Accessories,Zara Red Accessories L,279,45,22125.84,4.6,542,Summer,32.31
Accessories,Levi's Yellow Accessories L,50,8,6873.79,3.9,141,Spring,19.48
Shoes,Nike Black Shoes L,167,29,10252.08,3.3,323,Autumn,417.8
Jeans,Levi's White Jeans L,326,18,61288.82,4.4,637,Spring,39.94
Activewear,Gucci Red Activewear XL,454,53,14500.41,3.9,255,Autumn,134.36
Outerwear,Uniqlo Green Outerwear XS,57,4,4337.16,4.4,757,Summer,5.44
Outerwear,Prada Black Outerwear L,26,5,4723.92,3.5,672,Summer,4.09
Tops,Zara Yellow Tops M,19,3,1083.31,3.7,398,Spring,2.04
Tops,Adidas Yellow Tops XS,339,24,52887.03,3.1,474,Summer,30.73
Tops,Nike Yellow Tops L,403,56,68231.3,4.3,825,Autumn,81.8
Dresses,Gucci Red Dresses XL,424,67,40741.9,4.7,617,Summer,229.53
Dresses,Prada White Dresses XS,57,10,10212.15,4.6,329,Autumn,12.58
Shoes,H&M White Shoes XL,198,35,36914.19,3.5,274,Winter,12.43
Shoes,Levi's Yellow Shoes M,239,13,43809.51,3.4,569,Spring,21.43
Jeans,Prada Blue Jeans XS,406,24,12829.71,4.4,656,Autumn,142.08
Accessories,Levi's Grey Accessories XL,118,14,7969.91,4.7,563,Autumn,328.05
Dresses,Prada Black Dresses L,122,5,5315.5,4.4,496,Summer,18.08
Jeans,Prada Green Jeans M,264,20,39294.88,4.9,536,Summer,64.98
Outerwear,Adidas Black Outerwear L,434,64,31507,4.3,694,Autumn,169.08
Jeans,Uniqlo Red Jeans S,115,2,20168.05,3.4,256,Summer,8.39
Outerwear,Prada Yellow Outerwear XS,451,1,47921.99,3.7,313,Autumn,52
Shoes,Levi's Yellow Shoes S,274,9,14937.64,4.6,77,Autumn,28.67
Activewear,Zara Blue Activewear L,88,2,6763.91,4,298,Spring,6.95
Accessories,Gucci Red Accessories L,396,64,53449.7,4.2,986,Autumn,70.04
Dresses,Zara Red Dresses XS,482,86,70858.59,3.7,330,Summer,132.12
Outerwear,H&M Black Outerwear S,297,37,21640.09,3,11,Winter,27.67
Activewear,Adidas Red Activewear M,44,3,5154.15,3.3,130,Winter,2.89
Activewear,Prada Blue Activewear XS,47,1,3119.41,4.7,490,Summer,4.99
Shoes,Gucci Blue Shoes M,79,6,5028.74,3.8,767,Winter,7.74
Activewear,Gucci Blue Activewear S,242,8,31896.8,3.3,422,Summer,19.56
Shoes,Adidas Yellow Shoes L,441,32,17451.11,3.8,981,Winter,37.84
Activewear,Levi's Yellow Activewear XS,257,2,9507.95,3.6,269,Summer,19.77
Activewear,Adidas Red Activewear XL,57,10,5528.16,4,306,Autumn,20.13
Jeans,Adidas Red Jeans M,362,24,44537.91,4.9,136,Winter,90.85
Jeans,Levi's Blue Jeans S,389,43,25201.48,3.9,621,Spring,69.2
Dresses,Nike Blue Dresses M,140,15,14722.3,4.4,332,Summer,50.14
Jeans,Zara Pink Jeans M,474,27,72504.67,4.2,448,Spring,180
Dresses,Uniqlo White Dresses XL,401,20,13506.04,4.5,105,Spring,502.79
Activewear,Uniqlo Yellow Activewear XL,272,51,12973.79,3.3,464,Summer,64.31
Tops,Nike Yellow Tops S,244,30,10494.5,3.2,282,Spring,26.27
Jeans,Uniqlo Black Jeans L,410,77,39787.74,3.9,575,Summer,27.06
Tops,Zara Blue Tops XL,195,26,14361.74,3.2,280,Winter,74.59
Accessories,Adidas Black Accessories S,194,7,19922.07,3.4,427,Summer,24.97
Activewear,Zara Green Activewear XL,302,42,11215.46,4.3,459,Summer,61.19
Accessories,Nike Blue Accessories XL,216,30,13994.24,3.7,266,Spring,45.55
Dresses,Nike Yellow Dresses L,56,3,8634.62,4.7,278,Winter,5.86
Dresses,Prada Pink Dresses XS,481,79,44530.08,3.2,524,Summer,265.24
Activewear,Nike Grey Activewear XL,59,3,1232.27,3.1,98,Summer,8.84
Jeans,Prada Green Jeans M,26,4,4722.42,4.3,916,Autumn,5.85
Jeans,Nike Pink Jeans L,431,73,14038.73,4.2,586,Autumn,60.46
Tops,Zara Blue Tops XS,406,17,37116.02,4.6,913,Spring,290.49
Activewear,Prada Pink Activewear M,50,2,5009.38,4,971,Spring,4.58
Shoes,Gucci Yellow Shoes S,103,4,18377.63,4.3,225,Spring,39.38
Outerwear,Prada Red Outerwear S,148,8,24984.25,4.7,362,Spring,60.87
Jeans,Levi's Pink Jeans XL,87,2,8723.82,3.9,31,Summer,31.97
Activewear,Nike Pink Activewear L,337,24,41176.44,3.6,418,Summer,101.06
Shoes,Adidas Grey Shoes L,92,15,6326.73,4.6,480,Autumn,164.74
Dresses,Uniqlo Black Dresses L,33,5,5701,3.1,20,Spring,2.76
Activewear,Uniqlo White Activewear M,33,4,1598.05,4.4,41,Winter,7.01
Tops,Adidas Red Tops M,381,47,50113.9,4.1,433,Spring,28.15
Activewear,Adidas Yellow Activewear S,441,1,64152.41,4.7,105,Winter,595.97
Outerwear,Nike Blue Outerwear M,473,66,77018.98,4.4,311,Spring,1119.25
Shoes,Zara Red Shoes XS,275,5,33743.95,3.7,314,Autumn,22.28
Dresses,Uniqlo Black Dresses XS,401,12,69070.76,4.1,339,Autumn,635.42
Tops,Nike Yellow Tops L,65,1,6398.27,4.7,50,Winter,10.74
Outerwear,Nike Grey Outerwear XS,138,19,13158.27,3.2,777,Autumn,40.6
Jeans,Zara White Jeans XL,131,9,25475.31,3.2,395,Autumn,18.99
Jeans,Adidas Black Jeans XL,127,9,23192.69,4.5,512,Winter,13.44
Activewear,Levi's Grey Activewear M,210,23,40373.96,4.4,388,Winter,176.57
Dresses,Uniqlo Green Dresses L,155,5,18844.18,4.9,363,Summer,85.96
Outerwear,Uniqlo Pink Outerwear L,156,31,7440.88,3.2,515,Spring,18.7
Jeans,Levi's Green Jeans L,66,13,5400.86,3.3,657,Autumn,3.43
Activewear,Zara Pink Activewear XS,245,42,36909.19,3.4,403,Autumn,15.31
Dresses,H&M White Dresses XS,43,3,5807.92,4,292,Autumn,5.93
Outerwear,Adidas Pink Outerwear XS,47,1,3060.04,4,262,Winter,5.65
Accessories,Uniqlo Pink Accessories M,276,29,16853.9,3.1,267,Summer,59.17
Tops,Zara Yellow Tops L,183,6,5001.79,3.5,879,Summer,22.63
Outerwear,Adidas Grey Outerwear XL,402,0,67770.38,4.8,374,Spring,45.8
Tops,Uniqlo Green Tops XL,168,14,29897.35,3.6,361,Autumn,109.35
Shoes,Zara Grey Shoes L,214,0,38491.45,4,584,Autumn,43.32
